strain	0	1	2	4	8	16	32	64	128	256	509	
0.0008770484	0.0	1.232595164407831e-32	6.162975822039155e-33	3.0814879110195774e-33	1.5407439555097887e-32	1.232595164407831e-32	1.232595164407831e-32	9.244463733058732e-33	1.232595164407831e-32	0.0	0.0	
0.0008771484	6.162975822039155e-33	7.703719777548943e-33	4.622231866529366e-33	1.5407439555097887e-33	1.8488927466117464e-32	1.5407439555097887e-33	1.5407439555097887e-33	9.244463733058732e-33	1.3866695599588098e-32	1.0785207688568521e-32	0.0	
0.000982194	2.8259308692273645e-05	2.8259308692273645e-05	2.8259308692273645e-05	2.8259308692273645e-05	2.8259308692273645e-05	2.8259308692273645e-05	2.8259308692273645e-05	2.8259308692273645e-05	2.8259308692273645e-05	1.8488927466117464e-32	0.0	
0.0010872396	2.1875367093712365e-05	2.1875367093712365e-05	2.1875367093712365e-05	2.1875367093712365e-05	2.1875367093712365e-05	2.1875367093712365e-05	2.1875367093712365e-05	2.1875367093712365e-05	3.697785493223493e-32	2.465190328815662e-32	0.0	
0.0011922852	1.5457363759893007e-05	1.5457363759893007e-05	1.5457363759893007e-05	1.5457363759893007e-05	1.5457363759893007e-05	1.5457363759893007e-05	1.5457363759893007e-05	2.1570415377137042e-32	2.465190328815662e-32	0.0	0.0	
0.0012973307	9.006211339832046e-06	9.006211339832046e-06	9.006211339832046e-06	9.006211339832046e-06	9.006211339832046e-06	9.006211339832046e-06	3.697785493223493e-32	1.8488927466117464e-32	3.0814879110195774e-33	2.465190328815662e-32	0.0	
0.0014023763	2.5208390319050288e-06	2.5208390319050288e-06	2.5208390319050288e-06	2.5208390319050288e-06	2.5208390319050288e-06	2.5208390319050288e-06	6.162975822039155e-33	6.162975822039155e-33	6.162975822039155e-33	0.0	0.0	
0.0015074219	4.002215792331175e-06	4.002215792331175e-06	4.002215792331175e-06	4.002215792331175e-06	4.002215792331175e-06	1.232595164407831e-32	6.162975822039155e-33	2.465190328815662e-32	6.162975822039155e-33	1.8488927466117464e-32	0.0	
0.0016124674	1.0561460882379111e-05	1.0561460882379111e-05	1.0561460882379111e-05	1.0561460882379111e-05	0.0	0.0	3.697785493223493e-32	4.930380657631324e-32	4.930380657631324e-32	1.232595164407831e-32	0.0	
0.001717513	1.7153846873331204e-05	1.7153846873331204e-05	1.7153846873331204e-05	6.162975822039155e-33	3.697785493223493e-32	4.930380657631324e-32	6.162975822039155e-32	3.0814879110195774e-32	2.465190328815662e-32	6.162975822039155e-33	0.0	
0.0018225586	0.0	1.232595164407831e-32	1.8488927466117464e-32	1.232595164407831e-32	1.232595164407831e-32	1.232595164407831e-32	1.232595164407831e-32	6.162975822039155e-33	1.8488927466117464e-32	1.232595164407831e-32	0.0	
0.0018226586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
