strain	0	1	2	4	8	16	32	64	128	256	509	
0.0053948219	1.232595164407831e-32	2.465190328815662e-32	1.232595164407831e-32	3.697785493223493e-32	1.232595164407831e-32	1.232595164407831e-32	1.232595164407831e-32	0.0	0.0	1.232595164407831e-32	0.0	
0.0053949219	3.4102007780884616e-06	3.4102007780884616e-06	3.4102007780884616e-06	3.4102007780884616e-06	3.4102007780884616e-06	3.4102007780884616e-06	3.4102007780884616e-06	3.4102007780884616e-06	3.4102007780884616e-06	3.4102007780884616e-06	0.0	
0.005420128	2.6776094496502853e-06	2.6776094496502853e-06	2.6776094496502853e-06	2.6776094496502853e-06	2.6776094496502853e-06	2.6776094496502853e-06	2.6776094496502853e-06	2.6776094496502853e-06	2.6776094496502853e-06	4.930380657631324e-32	0.0	
0.0054453342	1.9396059591019296e-06	1.9396059591019296e-06	1.9396059591019296e-06	1.9396059591019296e-06	1.9396059591019296e-06	1.9396059591019296e-06	1.9396059591019296e-06	1.9396059591019296e-06	6.162975822039155e-33	4.0059342843254506e-32	0.0	
0.0054705404	1.1994437624182592e-06	1.1994437624182592e-06	1.1994437624182592e-06	1.1994437624182592e-06	1.1994437624182592e-06	1.1994437624182592e-06	1.1994437624182592e-06	6.162975822039155e-33	3.0814879110195774e-33	6.162975822039155e-33	0.0	
0.0054957465	4.588036110840245e-07	4.588036110840245e-07	4.588036110840245e-07	4.588036110840245e-07	4.588036110840245e-07	4.588036110840245e-07	4.588036110840245e-07	4.930380657631324e-32	1.8488927466117464e-32	1.8488927466117464e-32	0.0	
0.0055209527	2.8087090436095414e-07	2.8087090436095414e-07	2.8087090436095414e-07	2.8087090436095414e-07	2.8087090436095414e-07	2.8087090436095414e-07	6.162975822039155e-33	0.0	2.465190328815662e-32	2.465190328815662e-32	0.0	
0.0055461589	1.018012789588559e-06	1.018012789588559e-06	1.018012789588559e-06	1.018012789588559e-06	1.018012789588559e-06	6.162975822039155e-33	6.77927340424307e-32	6.162975822039155e-32	3.697785493223493e-32	6.162975822039155e-32	0.0	
0.005571365	1.7505820896362718e-06	1.7505820896362718e-06	1.7505820896362718e-06	1.7505820896362718e-06	1.232595164407831e-32	5.546678239835239e-32	4.3140830754274083e-32	1.232595164407831e-32	3.697785493223493e-32	3.0814879110195774e-32	0.0	
0.0055965712	2.4753160697545683e-06	2.4753160697545683e-06	2.4753160697545683e-06	1.232595164407831e-32	2.465190328815662e-32	0.0	1.232595164407831e-32	1.232595164407831e-32	1.232595164407831e-32	1.232595164407831e-32	0.0	
0.0056217773	3.18374437120932e-06	4.3140830754274083e-32	1.232595164407831e-32	4.3140830754274083e-32	6.162975822039155e-33	4.3140830754274083e-32	2.465190328815662e-32	6.162975822039155e-33	4.930380657631324e-32	4.3140830754274083e-32	0.0	
0.0056218773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
