num	t/b	strain	dE	RMS	PR	hyst
0	top	0.0137	0.0	0.002057396618628155	0.5765512667716287	0.0109
0	bot	0.0027	0.0	0.001913760754484096	0.5720817120328382	0.0109
1	top	0.0985	0.0	0.0005033414529235565	0.5678899889997595	0.001
1	bot	0.0974	0.0	0.00035589943842195663	0.5774626970615478	0.001
2	top	0.0277	0.0	0.00035102640460960287	0.6473759965256854	0.0005
2	bot	0.0271	0.0	0.0003402667185904278	0.6549837606550452	0.0005
3	top	0.0479	0.0	0.0006342503580267365	0.3268730523130945	0.0022
3	bot	0.0456	0.0	0.00050084437564203	0.3146184219610971	0.0022
4	top	0.0252	0.0	9.48000259759635e-05	0.4694413131656054	0.0012
4	bot	0.0239	0.0	0.00012227468116849386	0.5081636224047331	0.0012
5	top	0.0039	0.0	0.0008217206353693036	0.31589044151482754	0.004
5	bot	-0.0002	0.0	0.0015061692552609848	0.21540421985223623	0.004
6	top	0.0125	0.0	0.0004699854930830581	0.2936195067662269	0.0106
6	bot	0.0018	0.0	0.0007123352355297845	0.5271788571147337	0.0106
7	top	0.0176	0.0	0.0002802052434722849	0.3646680855374286	0.0011
7	bot	0.0164	0.0	0.00028155837155388114	0.39415180176721776	0.0011
8	top	0.0697	0.0	0.0028133185290622705	0.5533711491237635	0.0063
8	bot	0.0633	0.0	0.002777653509937978	0.5612589540451769	0.0063
9	top	0.0361	0.0	0.00041560500644578845	0.5258660232510481	0.0064
9	bot	0.0296	0.0	0.00044031500288880024	0.5034008089149407	0.0064
10	top	0.0221	0.0	0.0009996237705503564	0.5519596815709488	0.0002
10	bot	0.0218	0.0	0.001152537917769761	0.5512167488782566	0.0002
11	top	0.0076	0.0	0.0007760465950618772	0.46227084162004023	0.0041
11	bot	0.0034	0.0	0.0007811794552900907	0.4979314822417501	0.0041
12	top	0.0462	0.0	0.00010408622112491824	0.08144313950511144	0.0004
12	bot	0.0457	0.0	0.00010004135645441576	0.08244596956664753	0.0004
13	top	0.0014	0.0	0.001574668273223133	0.4125738194699292	0.0109
