num	t/b	strain	dE	RMS	PR	hyst
0	top	0.1084	2.0	0.006584846085885077	0.6610603665475577	0.0184
0	bot	0.0899	0.0	0.008103267321030552	0.5991204111314539	0.0184
1	top	0.1123	0.0	0.0017535844047096415	0.5665409214812078	0.0006
1	bot	0.1116	0.0	0.0010998343187858697	0.5710535160612994	0.0006
2	top	0.0217	0.0	0.00836332861933124	0.7116965150684914	0.01
2	bot	0.0116	0.0	0.009537878613598097	0.7128880792599369	0.01
3	top	0.0628	1.0	0.005494790201263855	0.6509473462363953	0.0108
3	bot	0.0519	0.0	0.005410263436601141	0.6574777033508911	0.0108
4	top	0.0474	0.0	0.007355046395371783	0.6702458896521987	0.0178
4	bot	0.0295	0.0	0.006149066191592415	0.7382800679943763	0.0178
5	top	0.212	0.0	0.012875856395116316	0.9215769422159841	0.0278
5	bot	0.1841	0.0	0.01913307738374764	0.7787907103782206	0.0278
6	top	0.1146	0.0	0.01700381933631997	0.6601055943560921	0.0361
6	bot	0.0784	0.0	0.015409227111617031	0.5777621052590727	0.0361
7	top	0.0968	0.0	0.003223694918988656	0.6438104258947401	0.0019
7	bot	0.0948	0.0	0.003272063731530068	0.6304288696571568	0.0019
8	top	0.2921	0.0	0.0027509477589787025	0.6363139360118587	0.0009
8	bot	0.2911	0.0	0.0019735332721395027	0.6471003001733872	0.0009
9	top	0.1192	1.0	0.008458905558201193	0.6943322822656052	0.0292
9	bot	0.0899	0.0	0.008704252024519788	0.6195715161511791	0.0292
10	top	0.1498	1.0	0.016691657829221062	0.8209683463566014	0.0263
10	bot	0.1234	0.0	0.01238041836909634	0.7822524716862993	0.0263
11	top	0.1923	0.0	0.02966432954977167	0.20183237062846596	0.0532
11	bot	0.139	0.0	0.033256473111112704	0.20042195224436204	0.0532
12	top	0.1637	3.0	0.008986225889175454	0.7306001287330212	0.0258
12	bot	0.1378	0.0	0.010877370329769338	0.7563703203693434	0.0258
13	top	0.1224	0.0	0.010307750830746393	0.7052277069920722	0.0296
13	bot	0.0927	0.0	0.013368312674236082	0.6387799497606657	0.0296
14	top	0.1814	0.0	0.019716782816772693	0.7272186450887186	0.039
14	bot	0.1423	0.0	0.018649934734017402	0.7336294147009078	0.039
15	top	0.0243	2.0	0.02196597706980158	0.7031001121002926	0.0396
15	bot	-0.0154	0.0	0.022913782756880215	0.6819116278654983	0.0396
16	top	0.0919	1.0	0.0011723346794896574	0.6676205010514307	0.0001
16	bot	0.0917	0.0	0.0011723346794896509	0.6674392376226667	0.0001
17	top	0.1161	2.0	0.01819754712393282	0.6830020652751073	0.0991
17	bot	0.0169	0.0	0.026002028292044187	0.675641814133984	0.0991
18	top	0.0504	0.0	0.0009200860887326458	0.6154989119048351	0.0026
18	bot	0.0477	0.0	0.0009282204657187592	0.6232018585298708	0.0026
19	top	0.0964	0.0	0.019753196352110283	0.6874028071066117	0.0707
19	bot	0.0256	0.0	0.027184734441730952	0.6549152121354522	0.0707
20	top	0.2264	1.0	0.0063257793117387886	0.5851987179870761	0.0073
20	bot	0.219	0.0	0.008763091227227179	0.6573766949803657	0.0073
21	top	0.1098	0.0	0.0034845787807159545	0.5796747756630217	0.012
21	bot	0.0977	0.0	0.0031086736925234172	0.5862011757694169	0.012
22	top	0.032	0.0	0.0012545595723206407	0.6030668238625312	0.0001
22	bot	0.0318	0.0	0.0012545595723206346	0.6051671195492238	0.0001
23	top	0.0731	0.0	0.005396501922107423	0.5696667258760537	0.005
23	bot	0.068	0.0	0.005154850177230495	0.5601622911101626	0.005
24	top	0.0832	0.0	0.01252099234716589	0.29849116738182657	0.032
24	bot	0.0511	0.0	0.012387971757414596	0.30857423315342536	0.032
25	top	0.0245	1.0	0.001108099055430112	0.4547974188769817	0.0001
25	bot	0.0243	0.0	0.0011080990554301186	0.45538758181515177	0.0001
26	top	0.1038	1.0	0.004637904465688971	0.61428597017346	0.0146
26	bot	0.0891	0.0	0.009731400382796029	0.5734293806407741	0.0146
27	top	0.1823	0.0	0.005843020160774536	0.714506862993821	0.0608
27	bot	0.1214	0.0	0.010750289461922578	0.5257566935389286	0.0608
28	top	0.1883	1.0	0.0038667749171813685	0.7488871609372421	0.0111
28	bot	0.1771	0.0	0.005933717985699515	0.7951199067029939	0.0111
29	top	0.0096	0.0	0.01050831630611299	0.4473774152432982	0.0196
29	bot	-0.0101	0.0	0.004286719370909118	0.325725053063499	0.0196
30	top	0.0925	0.0	0.024738576811250464	0.7455043430002327	0.09
30	bot	0.0024	0.0	0.027222178285897184	0.7063417455258364	0.09
31	top	0.1169	0.0	0.0024915051206753597	0.4241455177205479	0.0039
31	bot	0.1129	0.0	0.00236476112383015	0.43991284027865424	0.0039
32	top	0.2	0.0	0.002460266794609071	0.8220693643301188	0.0002
32	bot	0.1997	0.0	0.00322890697751402	0.77305792226786	0.0002
33	top	0.036	1.0	0.016537085029108983	0.7329623866549072	0.0182
33	bot	0.0177	0.0	0.01798861245567662	0.786295087499223	0.0182
34	top	0.2811	0.0	0.005768084701199917	0.4766302416212218	0.1781
