strain	0	1	2	4	8	16	32	64	128	256	512	1021	
0.002478318	3.697785493223493e-32	0.0	3.697785493223493e-32	1.232595164407831e-32	1.232595164407831e-32	1.232595164407831e-32	3.697785493223493e-32	1.232595164407831e-32	1.232595164407831e-32	2.465190328815662e-32	3.697785493223493e-32	0.0	
0.002478418	5.253741875300688e-06	5.253741875300688e-06	5.253741875300688e-06	5.253741875300688e-06	5.253741875300688e-06	5.253741875300688e-06	5.253741875300688e-06	5.253741875300688e-06	5.253741875300688e-06	5.253741875300688e-06	5.253741875300688e-06	0.0	
0.0025031359	4.239626960998485e-06	4.239626960998485e-06	4.239626960998485e-06	4.239626960998485e-06	4.239626960998485e-06	4.239626960998485e-06	4.239626960998485e-06	4.239626960998485e-06	4.239626960998485e-06	4.239626960998485e-06	4.239626960998485e-06	0.0	
0.0025278537	3.261388429319874e-06	3.261388429319874e-06	3.261388429319874e-06	3.261388429319874e-06	3.261388429319874e-06	3.261388429319874e-06	3.261388429319874e-06	3.261388429319874e-06	3.261388429319874e-06	3.261388429319874e-06	1.232595164407831e-32	0.0	
0.0025525716	2.3201199243486827e-06	2.3201199243486827e-06	2.3201199243486827e-06	2.3201199243486827e-06	2.3201199243486827e-06	2.3201199243486827e-06	2.3201199243486827e-06	2.3201199243486827e-06	2.3201199243486827e-06	2.3201199243486827e-06	7.395570986446986e-32	0.0	
0.0025772895	1.4166136307061983e-06	1.4166136307061983e-06	1.4166136307061983e-06	1.4166136307061983e-06	1.4166136307061983e-06	1.4166136307061983e-06	1.4166136307061983e-06	1.4166136307061983e-06	1.4166136307061983e-06	9.244463733058732e-32	0.0	0.0	
0.0026020074	5.520034151346979e-07	5.520034151346979e-07	5.520034151346979e-07	5.520034151346979e-07	5.520034151346979e-07	5.520034151346979e-07	5.520034151346979e-07	5.520034151346979e-07	5.520034151346979e-07	9.55261252416069e-32	2.465190328815662e-32	0.0	
0.0026267253	2.720749175075807e-07	2.720749175075807e-07	2.720749175075807e-07	2.720749175075807e-07	2.720749175075807e-07	2.720749175075807e-07	2.720749175075807e-07	2.720749175075807e-07	6.162975822039155e-32	1.232595164407831e-32	0.0	0.0	
0.0026514431	1.053451720925652e-06	1.053451720925652e-06	1.053451720925652e-06	1.053451720925652e-06	1.053451720925652e-06	1.053451720925652e-06	1.053451720925652e-06	6.162975822039155e-33	6.162975822039155e-33	4.930380657631324e-32	1.232595164407831e-32	0.0	
0.002676161	1.7883755386268303e-06	1.7883755386268303e-06	1.7883755386268303e-06	1.7883755386268303e-06	1.7883755386268303e-06	1.7883755386268303e-06	9.860761315262648e-32	9.860761315262648e-32	1.232595164407831e-32	3.697785493223493e-32	8.628166150854817e-32	0.0	
0.0027008789	2.465190328815662e-32	2.465190328815662e-32	2.465190328815662e-32	2.465190328815662e-32	0.0	2.465190328815662e-32	2.465190328815662e-32	2.465190328815662e-32	4.930380657631324e-32	4.930380657631324e-32	0.0	0.0	
0.0027009789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
