strain	0	1	2	4	8	16	32	64	128	256	512	1021	
-9.30688e-05	1.232595164407831e-32	3.0814879110195774e-32	0.0	2.465190328815662e-32	3.697785493223493e-32	6.162975822039155e-32	1.232595164407831e-32	4.3140830754274083e-32	8.628166150854817e-32	2.465190328815662e-32	3.697785493223493e-32	0.0	
-9.29688e-05	3.697785493223493e-32	1.232595164407831e-32	6.162975822039155e-33	3.0814879110195774e-32	5.546678239835239e-32	4.3140830754274083e-32	1.8488927466117464e-32	6.162975822039155e-33	1.8488927466117464e-32	1.8488927466117464e-32	6.77927340424307e-32	0.0	
-1.02865e-05	1.0789709759067641e-05	1.0789709759067641e-05	1.0789709759067641e-05	1.0789709759067641e-05	1.0789709759067641e-05	1.0789709759067641e-05	1.0789709759067641e-05	1.0789709759067641e-05	1.0789709759067641e-05	1.232595164407831e-32	0.0	0.0	
7.23958e-05	7.781212485168152e-06	7.781212485168152e-06	7.781212485168152e-06	7.781212485168152e-06	7.781212485168152e-06	7.781212485168152e-06	7.781212485168152e-06	7.781212485168152e-06	3.697785493223493e-32	1.8488927466117464e-32	4.3140830754274083e-32	0.0	
0.0001550781	4.613765667641294e-06	4.613765667641294e-06	4.613765667641294e-06	4.613765667641294e-06	4.613765667641294e-06	4.613765667641294e-06	4.613765667641294e-06	2.465190328815662e-32	1.5407439555097887e-32	9.244463733058732e-33	1.5407439555097887e-32	0.0	
0.0002377604	1.3457145929045603e-06	1.3457145929045603e-06	1.3457145929045603e-06	1.3457145929045603e-06	1.3457145929045603e-06	1.3457145929045603e-06	1.1093356479670479e-31	6.162975822039155e-32	1.355854680848614e-31	8.628166150854817e-32	1.1093356479670479e-31	0.0	
0.0003204427	1.7847497937515649e-06	1.7847497937515649e-06	1.7847497937515649e-06	1.7847497937515649e-06	1.7847497937515649e-06	1.7847497937515649e-06	2.465190328815662e-32	0.0	1.232595164407831e-32	4.930380657631324e-32	0.0	0.0	
0.000403125	4.7652302317103614e-06	4.7652302317103614e-06	4.7652302317103614e-06	4.7652302317103614e-06	4.7652302317103614e-06	1.8488927466117464e-32	1.232595164407831e-32	4.930380657631324e-32	3.0814879110195774e-32	2.465190328815662e-32	2.465190328815662e-32	0.0	
0.0004858073	7.635324374528195e-06	7.635324374528195e-06	7.635324374528195e-06	7.635324374528195e-06	0.0	2.465190328815662e-32	2.465190328815662e-32	1.232595164407831e-32	4.930380657631324e-32	0.0	1.232595164407831e-32	0.0	
0.0005684896	1.0379460897387811e-05	1.0379460897387811e-05	1.0379460897387811e-05	1.0379460897387811e-05	4.930380657631324e-32	1.232595164407831e-32	2.465190328815662e-32	3.697785493223493e-32	1.232595164407831e-32	1.232595164407831e-32	1.232595164407831e-32	0.0	
0.0006511719	1.232595164407831e-32	0.0	2.465190328815662e-32	4.930380657631324e-32	0.0	3.697785493223493e-32	2.465190328815662e-32	0.0	0.0	4.930380657631324e-32	2.465190328815662e-32	0.0	
0.0006512719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
