strain	0	1	2	4	8	16	32	64	128	256	512	1021	
-0.0011976586	0.0	2.465190328815662e-32	0.0	4.930380657631324e-32	0.0	0.0	4.930380657631324e-32	4.930380657631324e-32	2.465190328815662e-32	2.465190328815662e-32	4.930380657631324e-32	0.0	
-0.0011975586	0.0	2.465190328815662e-32	7.395570986446986e-32	2.465190328815662e-32	0.0	2.465190328815662e-32	4.930380657631324e-32	7.395570986446986e-32	2.465190328815662e-32	2.465190328815662e-32	7.395570986446986e-32	0.0	
-0.0008885525	0.00015141047446355855	0.00015141047446355855	0.00015141047446355855	0.00015141047446355855	0.00015141047446355855	0.00015141047446355855	0.00015141047446355855	0.00015141047446355855	0.00015141047446355855	0.00015141047446355855	7.395570986446986e-32	0.0	
-0.0005795464	0.00011873111222478029	0.00011873111222478029	0.00011873111222478029	0.00011873111222478029	0.00011873111222478029	0.00011873111222478029	0.00011873111222478029	0.00011873111222478029	0.00011873111222478029	4.930380657631324e-32	0.0	0.0	
-0.0002705404	8.429950330612733e-05	8.429950330612733e-05	8.429950330612733e-05	8.429950330612733e-05	8.429950330612733e-05	8.429950330612733e-05	8.429950330612733e-05	8.429950330612733e-05	2.465190328815662e-32	4.930380657631324e-32	2.465190328815662e-32	0.0	
3.84657e-05	4.7450551401357924e-05	4.7450551401357924e-05	4.7450551401357924e-05	4.7450551401357924e-05	4.7450551401357924e-05	4.7450551401357924e-05	2.5425183383100553e-05	0.0	0.0	2.465190328815662e-32	0.0	0.0	
0.0003474718	7.418456085064732e-06	7.418456085064732e-06	7.418456085064732e-06	7.418456085064732e-06	7.418456085064732e-06	4.8496177882542275e-06	4.8496177882542275e-06	2.465190328815662e-32	2.465190328815662e-32	2.465190328815662e-32	0.0	0.0	
0.0006564779	3.511932672281376e-05	3.511932672281376e-05	3.511932672281376e-05	3.511932672281376e-05	3.5402121596408856e-05	3.5402121596408856e-05	3.5402121596408856e-05	1.232595164407831e-32	6.77927340424307e-32	1.232595164407831e-32	3.0814879110195774e-32	0.0	
0.0009654839	7.948896273506728e-05	7.948896273506728e-05	7.948896273506728e-05	6.603273207255375e-05	6.603273207255375e-05	6.603273207255375e-05	0.0	4.930380657631324e-32	2.465190328815662e-32	7.395570986446986e-32	4.930380657631324e-32	0.0	
0.00127449	0.0001249289821089081	0.0001249289821089081	9.5531581130645e-05	9.5531581130645e-05	9.5531581130645e-05	9.5531581130645e-05	4.930380657631324e-32	2.465190328815662e-32	0.0	0.0	4.930380657631324e-32	0.0	
0.0015834961	2.465190328815662e-32	1.232595164407831e-32	1.232595164407831e-32	2.465190328815662e-32	4.930380657631324e-32	2.465190328815662e-32	4.930380657631324e-32	0.0	1.232595164407831e-32	1.232595164407831e-32	2.465190328815662e-32	0.0	
0.0015835961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
