strain	0	1	2	4	8	16	32	64	128	257	
0.0117874977	1.8488927466117464e-32	2.465190328815662e-32	3.0814879110195774e-33	1.8488927466117464e-32	3.0814879110195774e-33	1.8488927466117464e-32	9.244463733058732e-33	1.232595164407831e-32	1.232595164407831e-32	0.0	
0.0117875977	1.232595164407831e-32	0.0	0.0	6.162975822039155e-33	1.232595164407831e-32	0.0	0.0	0.0	1.232595164407831e-32	0.0	
0.0120644206	2.9249752606681617e-05	2.9249752606681617e-05	2.9249752606681617e-05	2.9249752606681617e-05	2.9249752606681617e-05	2.9249752606681617e-05	2.9249752606681617e-05	2.9249752606681617e-05	1.232595164407831e-32	0.0	
0.0123412435	1.82067512775536e-05	1.82067512775536e-05	1.82067512775536e-05	1.82067512775536e-05	1.82067512775536e-05	1.82067512775536e-05	1.82067512775536e-05	6.162975822039155e-33	3.697785493223493e-32	0.0	
0.0126180664	7.331387402317195e-06	7.331387402317195e-06	7.331387402317195e-06	7.331387402317195e-06	7.331387402317195e-06	7.331387402317195e-06	1.232595164407831e-32	2.1570415377137042e-32	1.5407439555097887e-32	0.0	
0.0128948893	3.3615457050485155e-06	3.3615457050485155e-06	3.3615457050485155e-06	3.3615457050485155e-06	3.3615457050485155e-06	5.546678239835239e-32	2.7733391199176196e-32	3.0814879110195774e-32	3.389636702121535e-32	0.0	
0.0131717122	1.3866235197264e-05	1.3866235197264e-05	3.0814879110195774e-32	1.8488927466117464e-32	9.244463733058732e-33	6.162975822039155e-33	9.244463733058732e-33	2.465190328815662e-32	1.232595164407831e-32	0.0	
0.0134485352	2.4180729903724943e-05	3.0814879110195774e-33	2.311115933264683e-33	1.3866695599588098e-32	1.9259299443872359e-32	5.3926038442842604e-33	1.5407439555097887e-33	1.6948183510607676e-32	1.5407439555097887e-33	0.0	
0.0137253581	3.430258572642606e-05	7.318533788671496e-33	9.629649721936179e-33	1.5407439555097887e-32	3.851859888774472e-33	6.162975822039155e-33	2.619264724366641e-32	2.1185229388259594e-32	5.7777898331617076e-33	0.0	
0.014002181	4.422788504263942e-05	4.622231866529366e-33	1.8488927466117464e-32	1.0785207688568521e-32	2.7733391199176196e-32	2.0029671421627253e-32	6.162975822039155e-33	3.543711097672514e-32	2.9274135154685985e-32	0.0	
0.0142790039	5.395044074505795e-05	6.933347799794049e-33	6.162975822039155e-33	1.5407439555097887e-33	5.3926038442842604e-33	6.933347799794049e-33	1.617781153285278e-32	3.851859888774472e-33	1.3096323621833204e-32	0.0	
0.0142791039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
