strain	0	1	2	4	8	16	32	64	128	257	
0.0203038062	1.8488927466117464e-32	1.8488927466117464e-32	1.232595164407831e-32	2.465190328815662e-32	5.546678239835239e-32	1.232595164407831e-32	1.232595164407831e-32	2.465190328815662e-32	1.232595164407831e-32	0.0	
0.0203039062	1.5407439555097887e-32	3.0814879110195774e-32	2.465190328815662e-32	9.244463733058732e-33	6.162975822039155e-33	1.8488927466117464e-32	2.465190328815662e-32	1.232595164407831e-32	1.8488927466117464e-32	0.0	
0.020404069	1.39246811363388e-05	1.39246811363388e-05	1.39246811363388e-05	1.39246811363388e-05	1.39246811363388e-05	1.39246811363388e-05	1.39246811363388e-05	1.39246811363388e-05	1.232595164407831e-32	0.0	
0.0205042318	8.815843780311634e-06	8.815843780311634e-06	8.815843780311634e-06	8.815843780311634e-06	8.815843780311634e-06	8.815843780311634e-06	8.815843780311634e-06	1.0014835710813626e-32	1.617781153285278e-32	0.0	
0.0206043945	3.4986975700467947e-06	3.4986975700467947e-06	3.4986975700467947e-06	3.4986975700467947e-06	3.4986975700467947e-06	3.4986975700467947e-06	9.244463733058732e-33	1.8488927466117464e-32	2.1570415377137042e-32	0.0	
0.0207045573	2.652176890790583e-06	2.652176890790583e-06	2.652176890790583e-06	2.652176890790583e-06	2.652176890790583e-06	1.5407439555097887e-32	1.5407439555097887e-32	1.8488927466117464e-32	2.465190328815662e-32	0.0	
0.0208047201	9.258760666807442e-06	9.258760666807442e-06	9.258760666807442e-06	9.258760666807442e-06	1.8488927466117464e-32	0.0	2.465190328815662e-32	1.5407439555097887e-32	6.162975822039155e-33	0.0	
0.0209048828	1.6171316540580014e-05	1.6171316540580014e-05	1.6171316540580014e-05	1.6171316540580014e-05	1.8488927466117464e-32	5.546678239835239e-32	2.465190328815662e-32	1.232595164407831e-32	1.8488927466117464e-32	0.0	
0.0210050456	2.3203903047353744e-05	2.3203903047353744e-05	2.3203903047353744e-05	2.3203903047353744e-05	3.0814879110195774e-33	1.232595164407831e-32	0.0	1.5407439555097887e-32	1.232595164407831e-32	0.0	
0.0211052083	3.025909269591262e-05	3.025909269591262e-05	3.025909269591262e-05	3.0814879110195774e-33	1.232595164407831e-32	3.0814879110195774e-33	2.1570415377137042e-32	2.7733391199176196e-32	6.162975822039155e-33	0.0	
0.0212053711	3.7282369901243526e-05	8.474091755303838e-33	2.311115933264683e-33	3.6207482954480034e-32	3.0814879110195774e-33	4.622231866529366e-33	4.3140830754274083e-32	2.619264724366641e-32	3.0814879110195774e-33	0.0	
0.0212054711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
