strain	0	1	2	4	8	16	32	64	128	257	
0.0003812477	6.162975822039155e-33	3.0814879110195774e-32	1.0785207688568521e-32	6.162975822039155e-33	1.5407439555097887e-32	2.9274135154685985e-32	2.619264724366641e-32	7.703719777548943e-33	2.465190328815662e-32	0.0	
0.0003813477	3.158525108795067e-32	4.0059342843254506e-32	1.0014835710813626e-32	5.3926038442842604e-33	7.703719777548943e-33	1.771855548836257e-32	3.851859888774472e-33	1.1555579666323415e-32	0.0	0.0	
0.0006139757	8.129111452144429e-06	8.129111452144429e-06	8.129111452144429e-06	8.129111452144429e-06	8.129111452144429e-06	3.0814879110195774e-33	2.1570415377137042e-32	6.162975822039155e-33	2.1570415377137042e-32	0.0	
0.0008466037	5.375021690881411e-06	5.375021690881411e-06	5.375021690881411e-06	5.375021690881411e-06	4.622231866529366e-33	9.244463733058732e-33	2.7733391199176196e-32	1.3866695599588098e-32	1.6948183510607676e-32	0.0	
0.0010792318	2.676471346850559e-06	2.676471346850559e-06	2.676471346850559e-06	1.5407439555097887e-32	9.244463733058732e-33	9.244463733058732e-33	1.5407439555097887e-32	6.162975822039155e-33	2.1570415377137042e-32	0.0	
0.0013118598	4.5754203900613647e-08	4.5754203900613647e-08	1.8488927466117464e-32	3.389636702121535e-32	0.0	1.3866695599588098e-32	1.5407439555097887e-33	2.311115933264683e-32	6.162975822039155e-33	0.0	
0.0015444878	2.5062952586530908e-06	2.5062952586530908e-06	3.697785493223493e-32	3.697785493223493e-32	3.697785493223493e-32	3.0814879110195774e-32	5.546678239835239e-32	2.465190328815662e-32	1.8488927466117464e-32	0.0	
0.0017771159	4.97178576963814e-06	2.465190328815662e-32	1.8488927466117464e-32	2.465190328815662e-32	1.8488927466117464e-32	1.232595164407831e-32	6.162975822039155e-33	1.8488927466117464e-32	3.0814879110195774e-32	0.0	
0.0020097439	7.3430342540109324e-06	6.162975822039155e-33	0.0	2.465190328815662e-32	2.465190328815662e-32	1.8488927466117464e-32	3.0814879110195774e-33	1.232595164407831e-32	1.8488927466117464e-32	0.0	
0.002242372	9.610567406567411e-06	3.0814879110195774e-32	1.232595164407831e-32	2.465190328815662e-32	6.162975822039155e-33	1.232595164407831e-32	6.162975822039155e-33	6.162975822039155e-33	0.0	0.0	
0.002475	1.1758293593130569e-05	2.69630192214213e-32	2.1570415377137042e-32	1.9259299443872359e-32	2.0029671421627253e-32	2.7733391199176196e-32	8.474091755303838e-33	7.703719777548943e-34	1.617781153285278e-32	0.0	
0.0024751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
