strain	0	1	2	4	8	16	32	64	128	257	
0.0040553688	6.162975822039155e-33	6.162975822039155e-33	6.162975822039155e-33	6.162975822039155e-33	1.232595164407831e-32	1.232595164407831e-32	1.232595164407831e-32	1.8488927466117464e-32	1.232595164407831e-32	0.0	
0.0040554688	1.51078148385473e-06	1.51078148385473e-06	1.51078148385473e-06	1.51078148385473e-06	1.51078148385473e-06	1.51078148385473e-06	1.51078148385473e-06	1.51078148385473e-06	1.51078148385473e-06	0.0	
0.0041002062	1.022334960252865e-06	1.022334960252865e-06	1.022334960252865e-06	1.022334960252865e-06	1.022334960252865e-06	1.022334960252865e-06	9.244463733058732e-33	1.8488927466117464e-32	4.622231866529366e-33	0.0	
0.0041449436	4.927214373898381e-07	4.927214373898381e-07	4.927214373898381e-07	4.927214373898381e-07	4.927214373898381e-07	0.0	6.162975822039155e-33	0.0	6.162975822039155e-33	0.0	
0.004189681	4.6408170164467854e-08	4.6408170164467854e-08	4.6408170164467854e-08	4.6408170164467854e-08	4.6408170164467854e-08	5.546678239835239e-32	1.8488927466117464e-32	1.8488927466117464e-32	3.0814879110195774e-32	0.0	
0.0042344184	5.899944193434294e-07	5.899944193434294e-07	5.899944193434294e-07	5.899944193434294e-07	1.5407439555097887e-32	3.697785493223493e-32	4.0059342843254506e-32	1.8488927466117464e-32	1.8488927466117464e-32	0.0	
0.0042791558	1.1358810154952202e-06	1.1358810154952202e-06	1.1358810154952202e-06	1.1358810154952202e-06	1.8488927466117464e-32	0.0	3.0814879110195774e-32	1.232595164407831e-32	3.0814879110195774e-32	0.0	
0.0043238932	1.682356717870933e-06	1.682356717870933e-06	1.682356717870933e-06	1.8488927466117464e-32	1.8488927466117464e-32	6.162975822039155e-33	6.162975822039155e-33	1.232595164407831e-32	1.8488927466117464e-32	0.0	
0.0043686306	2.2276746137374963e-06	2.2276746137374963e-06	2.2276746137374963e-06	3.0814879110195774e-33	9.244463733058732e-33	6.162975822039155e-33	3.0814879110195774e-33	0.0	6.162975822039155e-33	0.0	
0.0044133681	2.7698420163808642e-06	2.7698420163808642e-06	6.162975822039155e-33	1.8488927466117464e-32	1.8488927466117464e-32	0.0	6.162975822039155e-33	2.465190328815662e-32	1.232595164407831e-32	0.0	
0.0044581055	3.3048244538725864e-06	0.0	6.162975822039155e-33	6.162975822039155e-33	2.465190328815662e-32	1.232595164407831e-32	2.465190328815662e-32	2.465190328815662e-32	0.0	0.0	
0.0044582055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
