strain	0	1	2	4	8	16	31	
0.0296786109	1.925929944387236e-33	1.5407439555097887e-33	5.007417855406813e-33	3.851859888774472e-33	6.162975822039155e-33	9.629649721936179e-33	0.0	
0.0296787109	4.671680369882298e-05	4.671680369882298e-05	4.671680369882298e-05	4.671680369882298e-05	4.671680369882298e-05	4.671680369882298e-05	0.0	
0.0303913737	3.722533943017323e-05	3.722533943017323e-05	3.722533943017323e-05	3.722533943017323e-05	3.722533943017323e-05	2.6963019221421302e-33	0.0	
0.0311040365	2.796859811473358e-05	2.796859811473358e-05	2.796859811473358e-05	2.796859811473358e-05	2.796859811473358e-05	1.5407439555097887e-33	0.0	
0.0318166992	1.904565006215e-05	1.904565006215e-05	1.904565006215e-05	1.904565006215e-05	1.904565006215e-05	4.622231866529366e-33	0.0	
0.032529362	1.0499232119974353e-05	1.0499232119974353e-05	1.0499232119974353e-05	1.0499232119974353e-05	7.703719777548943e-34	3.0814879110195774e-33	0.0	
0.0332420247	2.3596400035019036e-06	2.3596400035019036e-06	2.3596400035019036e-06	2.3596400035019036e-06	1.1555579666323415e-33	7.318533788671496e-33	0.0	
0.0339546875	5.346868345864824e-06	5.346868345864824e-06	5.346868345864824e-06	5.346868345864824e-06	1.232595164407831e-32	1.1555579666323415e-33	0.0	
0.0346673503	1.259357459966148e-05	1.259357459966148e-05	1.259357459966148e-05	4.622231866529366e-33	1.0785207688568521e-32	3.0814879110195774e-33	0.0	
0.035380013	1.934676064646611e-05	1.934676064646611e-05	3.0814879110195774e-33	6.162975822039155e-33	0.0	1.5407439555097887e-33	0.0	
0.0360926758	2.5474844667703535e-05	9.244463733058732e-33	1.3866695599588098e-32	6.162975822039155e-33	1.5407439555097887e-33	0.0	0.0	
0.0360927758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
