strain	0	1	2	4	7	
0.1378943336	5.7777898331617076e-34	2.5037089277034066e-33	5.7777898331617076e-34	3.659266894335748e-33	0.0	
0.1378944336	0.0015399033533481565	0.0015399033533481565	0.0015399033533481565	0.0015399033533481565	2.1185229388259594e-33	
0.1407610786	0.0012068322713765524	0.0012068322713765524	0.0012068322713765524	0.0012068322713765524	2.311115933264683e-33	
0.1436277235	0.0008858671287110668	0.0008858671287110668	0.0008858671287110668	5.7777898331617076e-34	0.0	
0.1464943685	0.0005795041812628986	0.0005795041812628986	0.0005795041812628986	7.703719777548943e-34	0.0	
0.1493610135	0.0002888218146152047	0.0002888218146152047	0.0002888218146152047	4.237045877651919e-33	0.0	
0.1522276584	1.4587365695909489e-05	1.4587365695909489e-05	1.4587365695909489e-05	1.232595164407831e-32	0.0	
0.1550943034	0.0002425107540794346	0.0002425107540794346	1.3481509610710651e-33	3.4666738998970245e-33	0.0	
0.1579609484	0.0004817106027658623	0.0004817106027658623	3.851859888774472e-34	1.1555579666323415e-33	0.0	
0.1608275933	0.0007019221097579937	5.7777898331617076e-33	9.62964972193618e-34	1.3481509610710651e-33	0.0	
0.1636942383	4.333342374871281e-33	6.7407548053553255e-34	3.75556339155511e-33	3.0814879110195774e-33	0.0	
0.1636943383	0.0	0.0	0.0	0.0	0.0	
