strain	0	1	2	4	7	
0.2911712867	1.0785207688568521e-32	7.703719777548943e-34	2.311115933264683e-33	1.5407439555097887e-33	0.0	
0.2911713867	8.863099156048962e-06	8.863099156048962e-06	8.863099156048962e-06	8.863099156048962e-06	0.0	
0.2912654839	6.554781973973906e-06	6.554781973973906e-06	6.554781973973906e-06	3.4666738998970245e-33	0.0	
0.2913595812	4.048514743472693e-06	4.048514743472693e-06	2.6963019221421302e-33	7.318533788671496e-33	0.0	
0.2914536784	1.426872804417021e-06	1.426872804417021e-06	4.044452883213195e-33	2.311115933264683e-33	0.0	
0.2915477756	1.2782962833373576e-06	3.0814879110195774e-33	3.0814879110195774e-33	3.0814879110195774e-33	0.0	
0.2916418728	4.046779269619722e-06	7.703719777548943e-34	6.933347799794049e-33	3.851859888774472e-34	0.0	
0.2917359701	6.8629661778774285e-06	2.6963019221421302e-33	2.6963019221421302e-33	7.703719777548943e-34	0.0	
0.2918300673	9.712716412022604e-06	1.3288916616271927e-32	1.020742870525235e-32	1.126669017466533e-32	0.0	
0.2919241645	1.2580327554052266e-05	7.703719777548943e-34	1.5407439555097887e-33	7.703719777548943e-34	0.0	
0.2920182617	1.543731601950665e-05	9.62964972193618e-34	3.274080905458301e-33	7.703719777548943e-33	0.0	
0.2920183617	0.0	0.0	0.0	0.0	0.0	
