strain	0	1	2	4	7	
-0.0153511742	7.703719777548943e-34	6.548161810916602e-33	3.851859888774472e-34	2.311115933264683e-33	0.0	
-0.0153510742	0.005003063962768503	0.005003063962768503	0.005003063962768503	0.005003063962768503	3.4666738998970245e-33	
-0.0109564779	0.003950698957205391	0.003950698957205391	0.003950698957205391	1.5407439555097887e-33	0.0	
-0.0065618815	0.0028862630685951595	0.0028862630685951595	0.0028862630685951595	3.851859888774472e-33	0.0	
-0.0021672852	0.001822243092078566	0.001822243092078566	0.001822243092078566	5.3926038442842604e-33	0.0	
0.0022273112	0.0007606279614362105	0.0007606279614362105	3.4666738998970245e-33	2.6963019221421302e-33	0.0	
0.0066219076	0.00029448660285150184	0.00029448660285150184	4.8148248609680896e-33	5.200010849845537e-33	0.0	
0.0110165039	0.001336967203593114	0.001336967203593114	5.007417855406813e-33	7.703719777548943e-33	0.0	
0.0154111003	0.0023667942187242724	7.703719777548943e-34	2.6963019221421302e-33	5.7777898331617076e-33	0.0	
0.0198056966	0.0033830127424845004	0.0	1.0014835710813626e-32	6.162975822039155e-33	0.0	
0.024200293	0.0	1.925929944387236e-33	1.1555579666323415e-33	9.62964972193618e-34	0.0	
0.024200393	0.0	0.0	0.0	0.0	0.0	
