strain	0	1	2	4	7	
0.0917352516	3.0814879110195774e-33	3.851859888774472e-33	2.311115933264683e-33	4.622231866529366e-33	0.0	
0.0917353516	4.803807795228314e-07	4.803807795228314e-07	4.803807795228314e-07	4.803807795228314e-07	0.0	
0.091747678	4.007236365116579e-07	4.007236365116579e-07	4.007236365116579e-07	4.007236365116579e-07	0.0	
0.0917600043	3.2264780905650063e-07	3.2264780905650063e-07	3.2264780905650063e-07	3.2264780905650063e-07	0.0	
0.0917723307	2.464887429107005e-07	2.464887429107005e-07	2.464887429107005e-07	2.464887429107005e-07	0.0	
0.0917846571	1.7251737803673468e-07	1.7251737803673468e-07	1.7251737803673468e-07	3.0814879110195774e-33	0.0	
0.0917969835	1.0103700261279361e-07	1.0103700261279361e-07	1.0103700261279361e-07	4.237045877651919e-33	0.0	
0.0918093099	3.2433523431031556e-08	3.2433523431031556e-08	3.2433523431031556e-08	8.474091755303838e-33	0.0	
0.0918216363	3.2741949885848904e-08	3.2741949885848904e-08	3.2741949885848904e-08	2.6963019221421302e-33	0.0	
0.0918339627	9.355630705850574e-08	9.355630705850574e-08	9.62964972193618e-34	3.274080905458301e-33	0.0	
0.0918462891	1.4743649691582414e-07	2.1185229388259594e-33	5.200010849845537e-33	9.62964972193618e-34	0.0	
0.0918463891	0.0	0.0	0.0	0.0	0.0	
