strain	0	1	2	4	7	
0.0256461891	3.4666738998970245e-33	6.162975822039155e-33	7.703719777548943e-34	7.703719777548943e-34	0.0	
0.0256462891	0.013245366010122913	0.013245366010122913	0.013245366010122913	0.013245366010122913	3.851859888774472e-33	
0.0335037543	0.010680891685121324	0.010680891685121324	0.010680891685121324	0.010680891685121324	7.703719777548943e-34	
0.0413612196	0.008204671982220439	0.008204671982220439	0.008204671982220439	1.5407439555097887e-33	0.0	
0.0492186849	0.005831264261424514	0.005831264261424514	0.005831264261424514	3.0814879110195774e-33	0.0	
0.0570761502	0.003569009453808048	0.003569009453808048	0.003569009453808048	1.5407439555097887e-33	0.0	
0.0649336155	0.001425487090305758	0.001425487090305758	0.001425487090305758	8.474091755303838e-33	0.0	
0.0727910807	0.000590730330853216	0.000590730330853216	2.1185229388259594e-33	2.8888949165808538e-33	0.0	
0.080648546	0.00245911872705931	0.00245911872705931	3.851859888774472e-34	2.6963019221421302e-33	0.0	
0.0885060113	0.004127193944083336	2.8888949165808538e-33	2.8888949165808538e-33	6.355568816477878e-33	0.0	
0.0963634766	0.005561329804609176	7.703719777548943e-34	3.0814879110195774e-33	1.5407439555097887e-33	0.0	
0.0963635766	0.0	0.0	0.0	0.0	0.0	
