strain	0	1	2	4	8	16	31	
0.00488365	1.5407439555097887e-33	3.851859888774472e-33	5.3926038442842604e-33	3.0814879110195774e-33	6.162975822039155e-33	6.162975822039155e-33	0.0	
0.00488375	3.5511138188964854e-09	3.5511138188964854e-09	3.5511138188964854e-09	3.5511138188964854e-09	3.5511138188964854e-09	3.5511138188964854e-09	0.0	
0.0048850694	2.6843302901457966e-09	2.6843302901457966e-09	2.6843302901457966e-09	2.6843302901457966e-09	2.6843302901457966e-09	6.933347799794049e-33	0.0	
0.0048863889	1.7638179317182348e-09	1.7638179317182348e-09	1.7638179317182348e-09	1.7638179317182348e-09	6.548161810916602e-33	6.548161810916602e-33	0.0	
0.0048877083	8.093145873078556e-10	8.093145873078556e-10	8.093145873078556e-10	8.093145873078556e-10	6.548161810916602e-33	2.6963019221421302e-33	0.0	
0.0048890278	1.7092860211912963e-10	1.7092860211912963e-10	1.7092860211912963e-10	3.0814879110195774e-33	6.162975822039155e-33	0.0	0.0	
0.0048903472	1.1715823544913512e-09	1.1715823544913512e-09	1.1715823544913512e-09	7.703719777548943e-33	3.851859888774472e-33	1.5407439555097887e-33	0.0	
0.0048916667	2.188490570136505e-09	2.188490570136505e-09	3.0814879110195774e-33	6.933347799794049e-33	8.474091755303838e-33	5.3926038442842604e-33	0.0	
0.0048929861	3.217866206516936e-09	1.925929944387236e-33	1.925929944387236e-33	1.5407439555097887e-33	3.851859888774472e-34	8.859277744181285e-33	0.0	
0.0048943056	4.2555033441821284e-09	6.548161810916602e-33	8.08890576642639e-33	9.629649721936179e-33	7.318533788671496e-33	8.08890576642639e-33	0.0	
0.004895625	5.2940442303514985e-09	7.703719777548943e-33	4.622231866529366e-33	7.703719777548943e-33	5.3926038442842604e-33	6.933347799794049e-33	0.0	
0.004895725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
