strain	0	1	2	4	8	17	
0.1474705055	3.0814879110195774e-33	2.6963019221421302e-33	1.925929944387236e-33	1.3481509610710651e-33	4.622231866529366e-33	0.0	
0.1474706055	1.168246244313857e-05	1.168246244313857e-05	1.168246244313857e-05	1.168246244313857e-05	1.168246244313857e-05	0.0	
0.1476848416	8.988901497791863e-06	8.988901497791863e-06	8.988901497791863e-06	8.988901497791863e-06	6.162975822039155e-33	0.0	
0.1478990777	6.080582048986001e-06	6.080582048986001e-06	6.080582048986001e-06	1.925929944387236e-33	3.851859888774472e-34	0.0	
0.1481133138	3.0210345280646822e-06	3.0210345280646822e-06	4.237045877651919e-33	1.5407439555097887e-33	3.851859888774472e-33	0.0	
0.1483275499	1.6204266012877855e-07	1.6204266012877855e-07	3.4666738998970245e-33	1.1555579666323415e-33	3.851859888774472e-34	0.0	
0.148541786	3.4497911551745534e-06	2.5037089277034066e-33	9.62964972193618e-34	4.4296388720906425e-33	9.62964972193618e-34	0.0	
0.1487560221	6.826778443116131e-06	6.162975822039155e-33	3.0814879110195774e-33	6.162975822039155e-33	6.933347799794049e-33	0.0	
0.1489702582	1.027826787454916e-05	3.851859888774472e-34	4.237045877651919e-33	7.703719777548943e-34	5.7777898331617076e-33	0.0	
0.1491844944	1.3787100619196818e-05	3.659266894335748e-33	1.829633447167874e-33	1.2518544638517033e-33	5.2963073470648986e-33	0.0	
0.1493987305	1.7321083652201576e-05	2.792598419361492e-33	9.051870738620009e-33	6.259272319258517e-33	1.829633447167874e-33	0.0	
0.1493988305	0.0	0.0	0.0	0.0	0.0	0.0	
