strain	0	1	2	4	8	17	
0.0676711891	3.851859888774472e-34	1.5407439555097887e-33	1.1555579666323415e-33	5.007417855406813e-33	0.0	0.0	
0.0676712891	0.00048245438679068997	0.00048245438679068997	0.00048245438679068997	0.00048245438679068997	0.00048245438679068997	4.525935369310004e-33	
0.0692608615	0.00038939925484254617	0.00038939925484254617	0.00038939925484254617	0.00038939925484254617	0.00038939925484254617	0.0	
0.070850434	0.00030115774647245804	0.00030115774647245804	0.00030115774647245804	0.00030115774647245804	1.1555579666323415e-33	0.0	
0.0724400065	0.00021819962532715912	0.00021819962532715912	0.00021819962532715912	0.00021819962532715912	1.5407439555097887e-33	0.0	
0.074029579	0.0001406930671750037	0.0001406930671750037	0.0001406930671750037	0.0001406930671750037	5.007417855406813e-33	0.0	
0.0756191515	6.873118570782321e-05	6.873118570782321e-05	6.873118570782321e-05	3.851859888774472e-34	1.5407439555097887e-33	0.0	
0.077208724	2.3719038853414056e-06	2.3719038853414056e-06	2.3719038853414056e-06	1.925929944387236e-34	0.0	0.0	
0.0787982964	5.834996164030822e-05	5.834996164030822e-05	5.834996164030822e-05	3.274080905458301e-33	8.666684749742561e-34	0.0	
0.0803878689	0.00011342234211378901	0.00011342234211378901	5.3926038442842604e-33	4.622231866529366e-33	2.311115933264683e-33	0.0	
0.0819774414	0.00016228467130255608	1.5407439555097887e-33	3.0814879110195774e-33	6.933347799794049e-33	1.5407439555097887e-33	0.0	
0.0819775414	0.0	0.0	0.0	0.0	0.0	0.0	
