strain	0	1	2	4	8	17	
0.2201636695	6.933347799794049e-33	7.703719777548943e-34	3.851859888774472e-33	0.0	2.311115933264683e-33	0.0	
0.2201637695	3.9702437006651227e-07	3.9702437006651227e-07	3.9702437006651227e-07	3.9702437006651227e-07	3.9702437006651227e-07	0.0	
0.2202560221	2.4421983081489177e-07	2.4421983081489177e-07	2.4421983081489177e-07	1.5407439555097887e-33	7.896312771987667e-33	0.0	
0.2203482747	4.0423779263163294e-08	4.0423779263163294e-08	1.2518544638517033e-33	2.6000054249227684e-33	4.81482486096809e-34	0.0	
0.2204405273	2.024482601369631e-07	2.024482601369631e-07	3.274080905458301e-33	1.3481509610710651e-33	9.437056727497456e-33	0.0	
0.2205327799	4.799931200621642e-07	2.6963019221421302e-33	5.7777898331617076e-33	4.622231866529366e-33	7.703719777548943e-33	0.0	
0.2206250326	7.89546741434845e-07	5.585196838722984e-33	9.244463733058732e-33	4.622231866529366e-33	7.703719777548943e-34	0.0	
0.2207172852	1.1291701887809809e-06	3.851859888774472e-34	3.4666738998970245e-33	6.162975822039155e-33	2.6963019221421302e-33	0.0	
0.2208095378	1.4972314486701411e-06	6.162975822039155e-33	1.5407439555097887e-33	1.5407439555097887e-33	1.5407439555097887e-33	0.0	
0.2209017904	1.8920694648555184e-06	9.051870738620009e-33	9.62964972193618e-34	6.066679324819793e-33	3.177784408238939e-33	0.0	
0.220994043	2.3109183970047213e-06	4.622231866529366e-33	2.311115933264683e-33	2.311115933264683e-33	3.0814879110195774e-33	0.0	
0.220994143	0.0	0.0	0.0	0.0	0.0	0.0	
