strain	0	1	2	4	8	16	32	61	
0.0038965797	7.703719777548943e-34	1.1555579666323415e-32	0.0	6.162975822039155e-33	6.162975822039155e-33	0.0	1.0014835710813626e-32	0.0	
0.0038966797	3.740462278879518e-07	3.740462278879518e-07	3.740462278879518e-07	3.740462278879518e-07	3.740462278879518e-07	3.740462278879518e-07	3.740462278879518e-07	0.0	
0.0039239366	2.463390437042505e-07	2.463390437042505e-07	2.463390437042505e-07	2.463390437042505e-07	2.463390437042505e-07	6.162975822039155e-33	0.0	0.0	
0.0039511936	1.0072883852204819e-07	1.0072883852204819e-07	1.0072883852204819e-07	1.0072883852204819e-07	1.0072883852204819e-07	3.0814879110195774e-33	6.162975822039155e-33	0.0	
0.0039784505	5.665003022545766e-08	5.665003022545766e-08	5.665003022545766e-08	5.665003022545766e-08	9.629649721936179e-33	1.6948183510607676e-32	6.162975822039155e-33	0.0	
0.0040057075	2.2358033482093752e-07	2.2358033482093752e-07	2.2358033482093752e-07	2.2358033482093752e-07	5.3926038442842604e-33	6.933347799794049e-33	1.9259299443872359e-32	0.0	
0.0040329644	3.987325830099295e-07	3.987325830099295e-07	3.987325830099295e-07	1.771855548836257e-32	1.5407439555097887e-33	1.3866695599588098e-32	6.933347799794049e-33	0.0	
0.0040602214	5.8113564581552e-07	5.8113564581552e-07	5.8113564581552e-07	1.0014835710813626e-32	6.933347799794049e-33	1.9259299443872359e-32	1.8488927466117464e-32	0.0	
0.0040874783	7.699537168992729e-07	7.699537168992729e-07	9.62964972193618e-34	5.7777898331617076e-34	5.200010849845537e-33	6.740754805355325e-33	5.585196838722984e-33	0.0	
0.0041147352	9.642924562487208e-07	1.0785207688568521e-32	3.0814879110195774e-33	1.0785207688568521e-32	1.3866695599588098e-32	1.5407439555097887e-32	1.0785207688568521e-32	0.0	
0.0041419922	1.1625268296291806e-06	3.0814879110195774e-33	3.851859888774472e-33	0.0	1.1170393677445968e-32	0.0	8.08890576642639e-33	0.0	
0.0041420922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
