strain	0	1	2	4	8	16	32	61	
0.0131190406	9.244463733058732e-33	9.244463733058732e-33	4.622231866529366e-33	1.5407439555097887e-33	1.5407439555097887e-33	1.0785207688568521e-32	3.0814879110195774e-33	0.0	
0.0131191406	1.0957955097632502e-05	1.0957955097632502e-05	1.0957955097632502e-05	1.0957955097632502e-05	1.0957955097632502e-05	1.0957955097632502e-05	1.0957955097632502e-05	0.0	
0.0134958876	1.627746597191824e-06	1.627746597191824e-06	3.0814879110195774e-33	6.162975822039155e-33	9.244463733058732e-33	1.232595164407831e-32	6.162975822039155e-33	0.0	
0.0138726345	1.0210224889728505e-05	4.622231866529366e-33	1.1555579666323415e-32	5.3926038442842604e-33	8.474091755303838e-33	4.622231866529366e-33	1.3866695599588098e-32	0.0	
0.0142493815	2.3793219211315408e-05	1.232595164407831e-32	6.162975822039155e-33	6.162975822039155e-33	0.0	6.162975822039155e-33	9.244463733058732e-33	0.0	
0.0146261285	3.884987090981133e-05	1.1555579666323415e-32	7.703719777548943e-33	5.3926038442842604e-33	9.244463733058732e-33	6.933347799794049e-33	1.771855548836257e-32	0.0	
0.0150028754	5.522806474047482e-05	4.622231866529366e-33	3.851859888774472e-33	6.162975822039155e-33	1.5407439555097887e-33	1.5407439555097887e-32	2.311115933264683e-33	0.0	
0.0153796224	7.283071952723776e-05	6.162975822039155e-33	2.311115933264683e-33	1.232595164407831e-32	1.5407439555097887e-32	0.0	0.0	0.0	
0.0157563694	9.158396911119439e-05	1.4637067577342992e-32	1.5407439555097887e-33	1.1555579666323415e-32	5.3926038442842604e-33	6.933347799794049e-33	1.5407439555097887e-33	0.0	
0.0161331163	0.00011142874820768284	1.0785207688568521e-32	7.703719777548943e-33	1.3866695599588098e-32	4.622231866529366e-33	1.5407439555097887e-33	1.8488927466117464e-32	0.0	
0.0165098633	1.0400021699691074e-32	7.703719777548943e-33	1.5407439555097887e-32	1.1555579666323415e-33	7.318533788671496e-33	1.5792625543975334e-32	9.629649721936179e-33	0.0	
0.0165099633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
