strain	0	1	2	4	8	16	32	61	
0.0359296852	3.0814879110195774e-33	0.0	7.703719777548943e-33	6.162975822039155e-33	1.5407439555097887e-33	3.0814879110195774e-33	4.622231866529366e-33	0.0	
0.0359297852	2.5174998868875396e-07	2.5174998868875396e-07	2.5174998868875396e-07	2.5174998868875396e-07	2.5174998868875396e-07	2.5174998868875396e-07	2.5174998868875396e-07	0.0	
0.035939605	1.8953423279320673e-07	1.8953423279320673e-07	1.8953423279320673e-07	1.8953423279320673e-07	1.8953423279320673e-07	1.8953423279320673e-07	1.0014835710813626e-32	0.0	
0.0359494249	1.2424759765848813e-07	1.2424759765848813e-07	1.2424759765848813e-07	1.2424759765848813e-07	1.2424759765848813e-07	6.933347799794049e-33	1.5407439555097887e-33	0.0	
0.0359592448	5.643772491088851e-08	5.643772491088851e-08	5.643772491088851e-08	5.643772491088851e-08	5.643772491088851e-08	1.0785207688568521e-32	1.232595164407831e-32	0.0	
0.0359690647	1.3644120210082369e-08	1.3644120210082369e-08	1.3644120210082369e-08	1.3644120210082369e-08	1.3644120210082369e-08	5.007417855406813e-33	4.044452883213195e-33	0.0	
0.0359788845	8.581796625703678e-08	8.581796625703678e-08	8.581796625703678e-08	8.581796625703678e-08	1.5792625543975334e-32	2.6963019221421302e-33	3.851859888774472e-34	0.0	
0.0359887044	1.599283077527909e-07	1.599283077527909e-07	1.599283077527909e-07	1.599283077527909e-07	1.4251881588465545e-32	3.4666738998970245e-33	7.318533788671496e-33	0.0	
0.0359985243	2.3581812645712895e-07	2.3581812645712895e-07	2.3581812645712895e-07	6.162975822039155e-33	1.0014835710813626e-32	1.0014835710813626e-32	0.0	0.0	
0.0360083442	3.1329424421560727e-07	1.348150961071065e-32	3.4666738998970245e-33	4.622231866529366e-33	1.3866695599588098e-32	1.502225356622044e-32	1.502225356622044e-32	0.0	
0.0360181641	3.9197790237318854e-07	6.162975822039155e-33	7.703719777548943e-34	2.311115933264683e-33	0.0	2.311115933264683e-33	5.3926038442842604e-33	0.0	
0.0360182641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
