strain	0	1	2	4	8	16	32	61	
0.000372068	7.703719777548943e-34	1.2711137632955757e-32	7.703719777548943e-34	3.851859888774472e-33	3.4666738998970245e-33	1.1555579666323415e-32	7.318533788671496e-33	0.0	
0.000372168	7.190456626220118e-07	7.190456626220118e-07	7.190456626220118e-07	7.190456626220118e-07	7.190456626220118e-07	7.190456626220118e-07	7.190456626220118e-07	0.0	
0.0004023763	5.550399723509565e-07	5.550399723509565e-07	5.550399723509565e-07	5.550399723509565e-07	5.550399723509565e-07	5.550399723509565e-07	2.311115933264683e-33	0.0	
0.0004325846	3.8143640719146613e-07	3.8143640719146613e-07	3.8143640719146613e-07	3.8143640719146613e-07	3.0814879110195774e-33	9.244463733058732e-33	6.162975822039155e-33	0.0	
0.000462793	2.0066122450668038e-07	2.0066122450668038e-07	2.0066122450668038e-07	2.0066122450668038e-07	3.0814879110195774e-33	3.0814879110195774e-33	0.0	0.0	
0.0004930013	1.3687545281431932e-08	1.3687545281431932e-08	1.3687545281431932e-08	3.0814879110195774e-33	1.232595164407831e-32	6.162975822039155e-33	9.244463733058732e-33	0.0	
0.0005232096	1.7885602008939796e-07	1.7885602008939796e-07	1.7885602008939796e-07	4.044452883213195e-33	1.5407439555097887e-33	1.0400021699691074e-32	0.0	0.0	
0.000553418	3.7647766230263617e-07	3.7647766230263617e-07	1.0785207688568521e-32	3.0814879110195774e-33	7.703719777548943e-33	1.5407439555097887e-33	4.622231866529366e-33	0.0	
0.0005836263	5.787272351040247e-07	3.851859888774472e-34	1.925929944387236e-33	1.0785207688568521e-32	2.6963019221421302e-33	1.1555579666323415e-33	3.0814879110195774e-33	0.0	
0.0006138346	7.85102161388946e-07	3.0814879110195774e-33	1.5407439555097887e-33	1.0014835710813626e-32	5.7777898331617076e-33	7.703719777548943e-33	3.0814879110195774e-33	0.0	
0.000644043	9.94710278431515e-07	2.1570415377137042e-32	3.0814879110195774e-33	9.244463733058732e-33	6.162975822039155e-33	6.162975822039155e-33	6.162975822039155e-33	0.0	
0.000644143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
