strain	0	1	2	4	8	16	32	61	
0.0202707984	8.474091755303838e-33	1.0014835710813626e-32	8.474091755303838e-33	8.474091755303838e-33	6.933347799794049e-33	6.933347799794049e-33	7.703719777548943e-33	0.0	
0.0202708984	2.3339984746625525e-07	2.3339984746625525e-07	2.3339984746625525e-07	2.3339984746625525e-07	2.3339984746625525e-07	2.3339984746625525e-07	2.3339984746625525e-07	0.0	
0.0202883355	1.8239185591139148e-07	1.8239185591139148e-07	1.8239185591139148e-07	1.8239185591139148e-07	1.8239185591139148e-07	0.0	1.0785207688568521e-32	0.0	
0.0203057726	1.2931473624242963e-07	1.2931473624242963e-07	1.2931473624242963e-07	1.2931473624242963e-07	3.0814879110195774e-33	1.8488927466117464e-32	7.703719777548943e-33	0.0	
0.0203232096	7.470408647284722e-08	7.470408647284722e-08	7.470408647284722e-08	9.244463733058732e-33	0.0	1.5407439555097887e-32	1.232595164407831e-32	0.0	
0.0203406467	1.880401476603492e-08	1.880401476603492e-08	1.880401476603492e-08	1.617781153285278e-32	3.851859888774472e-33	1.6948183510607676e-32	2.311115933264683e-33	0.0	
0.0203580838	3.820345753695655e-08	3.820345753695655e-08	3.820345753695655e-08	1.0785207688568521e-32	1.0785207688568521e-32	2.311115933264683e-32	1.5407439555097887e-33	0.0	
0.0203755208	9.614907387599357e-08	9.614907387599357e-08	2.5422275265911513e-32	1.8488927466117464e-32	1.232595164407831e-32	2.0029671421627253e-32	1.5407439555097887e-32	0.0	
0.0203929579	1.5484370607900123e-07	1.5484370607900123e-07	3.851859888774472e-33	1.4637067577342992e-32	5.7777898331617076e-33	1.5407439555097887e-33	7.703719777548943e-33	0.0	
0.020410395	2.1402419777952337e-07	1.0014835710813626e-32	9.244463733058732e-33	3.0814879110195774e-33	1.1555579666323415e-32	3.0814879110195774e-33	6.162975822039155e-33	0.0	
0.020427832	1.5407439555097887e-33	7.703719777548943e-33	3.0814879110195774e-33	3.0814879110195774e-33	1.5407439555097887e-33	1.0785207688568521e-32	1.0785207688568521e-32	0.0	
0.020427932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
