strain	0	1	2	4	8	16	32	61	
0.0303624	9.244463733058732e-33	1.5407439555097887e-32	3.0814879110195774e-33	9.244463733058732e-33	1.8488927466117464e-32	1.5407439555097887e-32	1.232595164407831e-32	0.0	
0.0303625	2.5942599440714792e-05	2.5942599440714792e-05	2.5942599440714792e-05	2.5942599440714792e-05	2.5942599440714792e-05	2.5942599440714792e-05	2.5942599440714792e-05	0.0	
0.0304768012	2.0162986584129772e-05	2.0162986584129772e-05	2.0162986584129772e-05	2.0162986584129772e-05	2.0162986584129772e-05	2.0162986584129772e-05	1.232595164407831e-32	0.0	
0.0305911024	1.4187962998433844e-05	1.4187962998433844e-05	1.4187962998433844e-05	1.4187962998433844e-05	1.4187962998433844e-05	1.4187962998433844e-05	5.3926038442842604e-33	0.0	
0.0307054036	8.036904239525996e-06	8.036904239525996e-06	8.036904239525996e-06	8.036904239525996e-06	8.036904239525996e-06	6.162975822039155e-33	9.244463733058732e-33	0.0	
0.0308197049	1.7169924955367244e-06	1.7169924955367244e-06	1.7169924955367244e-06	1.7169924955367244e-06	1.5407439555097887e-33	1.5407439555097887e-33	3.0814879110195774e-33	0.0	
0.0309340061	4.76732103898148e-06	4.76732103898148e-06	4.76732103898148e-06	4.76732103898148e-06	1.1555579666323415e-32	1.232595164407831e-32	1.232595164407831e-32	0.0	
0.0310483073	1.1410435862114197e-05	1.1410435862114197e-05	1.1410435862114197e-05	1.0785207688568521e-32	3.851859888774472e-33	1.232595164407831e-32	6.933347799794049e-33	0.0	
0.0311626085	1.8171277673676877e-05	1.8171277673676877e-05	4.622231866529366e-33	7.703719777548943e-33	3.0814879110195774e-33	3.0814879110195774e-33	6.162975822039155e-33	0.0	
0.0312769097	2.4975970697891066e-05	7.703719777548943e-33	6.162975822039155e-33	3.0814879110195774e-33	1.5407439555097887e-33	0.0	7.703719777548943e-34	0.0	
0.0313912109	3.17517563451309e-05	6.162975822039155e-33	9.244463733058732e-33	3.0814879110195774e-33	1.5407439555097887e-32	1.3866695599588098e-32	9.244463733058732e-33	0.0	
0.0313913109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
