strain	0	1	2	4	8	16	32	64	127	
0.0014207008	1.6948183510607676e-32	4.622231866529366e-33	1.4637067577342992e-32	9.244463733058732e-33	7.703719777548943e-34	1.0785207688568521e-32	6.933347799794049e-33	8.474091755303838e-33	0.0	
0.0014208008	3.7064724358464363e-06	3.7064724358464363e-06	3.7064724358464363e-06	3.7064724358464363e-06	3.7064724358464363e-06	3.7064724358464363e-06	3.7064724358464363e-06	3.7064724358464363e-06	0.0	
0.0015537977	2.932922354744227e-06	2.932922354744227e-06	2.932922354744227e-06	2.932922354744227e-06	2.932922354744227e-06	2.932922354744227e-06	9.244463733058732e-33	1.6948183510607676e-32	0.0	
0.0016867947	2.161973056421157e-06	2.161973056421157e-06	2.161973056421157e-06	2.161973056421157e-06	2.161973056421157e-06	3.0814879110195774e-33	1.0785207688568521e-32	1.0785207688568521e-32	0.0	
0.0018197917	1.400330757107819e-06	1.400330757107819e-06	1.400330757107819e-06	1.400330757107819e-06	9.244463733058732e-33	2.465190328815662e-32	6.162975822039155e-33	9.244463733058732e-33	0.0	
0.0019527886	6.511208945364212e-07	6.511208945364212e-07	6.511208945364212e-07	6.511208945364212e-07	6.162975822039155e-33	2.311115933264683e-33	3.0814879110195774e-33	1.1555579666323415e-32	0.0	
0.0020857856	8.311232846396805e-08	8.311232846396805e-08	8.311232846396805e-08	1.5407439555097887e-33	7.703719777548943e-34	6.933347799794049e-33	6.933347799794049e-33	1.3096323621833204e-32	0.0	
0.0022187826	7.997097464755396e-07	7.997097464755396e-07	4.622231866529366e-33	0.0	2.311115933264683e-32	3.0814879110195774e-33	2.7733391199176196e-32	7.703719777548943e-33	0.0	
0.0023517795	1.4953336631455011e-06	1.4953336631455011e-06	3.0814879110195774e-32	3.697785493223493e-32	3.389636702121535e-32	2.465190328815662e-32	4.3140830754274083e-32	4.0059342843254506e-32	0.0	
0.0024847765	2.1648845137826274e-06	3.0814879110195774e-33	1.232595164407831e-32	3.0814879110195774e-33	6.162975822039155e-33	1.232595164407831e-32	6.162975822039155e-33	0.0	0.0	
0.0026177734	2.7960647254008355e-06	1.1555579666323415e-32	7.703719777548943e-34	6.162975822039155e-33	6.162975822039155e-33	3.851859888774472e-33	7.703719777548943e-34	3.0814879110195774e-33	0.0	
0.0026178734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
