strain	0	1	2	4	8	16	32	64	127	
0.0032627906	4.622231866529366e-33	1.232595164407831e-32	1.232595164407831e-32	9.244463733058732e-33	6.162975822039155e-33	6.162975822039155e-33	2.0029671421627253e-32	7.703719777548943e-33	0.0	
0.0032628906	2.465190328815662e-32	6.162975822039155e-33	2.465190328815662e-32	6.162975822039155e-33	1.8488927466117464e-32	0.0	6.162975822039155e-33	1.8488927466117464e-32	0.0	
0.0033919379	7.505761285260651e-07	7.505761285260651e-07	7.505761285260651e-07	7.505761285260651e-07	7.505761285260651e-07	7.505761285260651e-07	7.505761285260651e-07	1.0785207688568521e-32	0.0	
0.0035209852	5.235721388557285e-07	5.235721388557285e-07	5.235721388557285e-07	5.235721388557285e-07	5.235721388557285e-07	5.235721388557285e-07	3.235562306570556e-32	3.8518598887744717e-32	0.0	
0.0036500326	2.9656539876678277e-07	2.9656539876678277e-07	2.9656539876678277e-07	2.9656539876678277e-07	2.9656539876678277e-07	1.0785207688568521e-32	2.0029671421627253e-32	9.244463733058732e-33	0.0	
0.0037790799	7.012833999209674e-08	7.012833999209674e-08	7.012833999209674e-08	7.012833999209674e-08	3.158525108795067e-32	2.0029671421627253e-32	1.4637067577342992e-32	3.004450713244088e-32	0.0	
0.0039081272	1.5539136434610924e-07	1.5539136434610924e-07	1.5539136434610924e-07	4.622231866529366e-33	3.0814879110195774e-33	3.0814879110195774e-33	1.3866695599588098e-32	0.0	0.0	
0.0040371745	3.796964648729546e-07	3.796964648729546e-07	1.232595164407831e-32	3.0814879110195774e-33	1.232595164407831e-32	6.162975822039155e-33	6.162975822039155e-33	1.232595164407831e-32	0.0	
0.0041662218	6.042533338835179e-07	6.162975822039155e-33	1.232595164407831e-32	6.162975822039155e-33	9.244463733058732e-33	6.162975822039155e-33	0.0	9.244463733058732e-33	0.0	
0.0042952691	8.273620022085898e-07	0.0	6.162975822039155e-33	1.232595164407831e-32	6.162975822039155e-33	1.232595164407831e-32	1.232595164407831e-32	2.465190328815662e-32	0.0	
0.0044243164	1.045663267426647e-06	1.232595164407831e-32	2.465190328815662e-32	1.8488927466117464e-32	2.465190328815662e-32	1.232595164407831e-32	2.465190328815662e-32	1.8488927466117464e-32	0.0	
0.0044244164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
